Variants	Induction>1.5	M.RNAseq	M.H3K4me2	M.H3K4me3	M.H3K27me3	M.H3K36me3	GC content
318.833	NA	3660	7758	7858	43146	45826	46.916
294.667	1.565725414	5135	5698	6724	42096	43449	46.804
399.167	3.990759076	1515	5179	6686	37534	46019	49.536
511.667	14.74871795	390	5213	6977	45366	43694	45.748
488.667	6.232938292	2447	10560	15625	41962	45381	47.168
200.833	40.5494186	688	5936	7276	47644	45484	45.4
263.167	NA	12362	6544	7966	44748	43366	46.92
129.667	NA	33843	11158	11147	41510	42951	47.488
217.167	5.749103943	837	5671	7767	44705	43634	47.184
269.333	35.96899225	129	5092	6521	47583	45118	45.72
130.333	7.042016807	238	5417	7146	44737	42384	46.18
192.5	NA	8760	4935	6504	42838	41979	42.752
154.5	2896	0	3226	3312	20176	8831	25.38585836
33.8333	1.58847981	3368	8055	10973	34095	31868	34.964
115.167	NA	386	5305	6513	42041	39811	42.976
101.333	5.24822695	423	9190	7934	46945	41392	44.892
119.167	26.74534161	161	4724	6624	43772	46466	47.736
97.8333	31.79176755	413	7611	9927	35139	44459	48.804
219	10.6744186	430	6312	8099	49573	44993	45
196.333	NA	22443	17482	35760	33116	39982	48.072
210.833	NA	7889	11220	15887	46742	49263	46.464
312.5	NA	1109	5849	8852	54912	57656	45.2
80.1667	NA	37303	23771	56614	5937	25819	49.956
164.5	NA	10078	19856	27314	5542	28927	48.94
154.667	NA	33004	22717	17376	5141	35676	49.552
90.3333	2.78248974	3655	16598	19081	5260	36209	48.232
67	NA	16956	49157	62416	4883	35613	49.908
89.6667	NA	10487	28064	34350	5074	35893	48.704
55.3333	NA	8559	7738	12085	4966	32306	48.204
146	NA	16630	13372	15313	4888	31250	47.924
62.6667	NA	43664	14254	12448	4581	35534	49.128
52.8333	NA	5759	16576	18945	7375	30927	48.328
41.8333	1.864156111	14605	41969	54058	5048	40776	51.348
46.6667	3.420236563	16317	45292	58319	5138	38861	50.004
24.5	NA	15246	21160	15129	5226	36863	48.908
32.6667	NA	47348	16749	21310	22527	42107	48.052
36.6667	NA	11916	15131	16429	27775	40866	48.136
21.5	NA	12696	15323	14864	5102	32925	48.692
24.1667	1.653374233	7824	35856	41648	4827	32337	49.236
11.3333	NA	18483	29342	25241	5294	41105	50.02
8.66667	NA	11168	41970	52608	4668	37159	49.656
10.1667	NA	27622	39576	57189	4865	32792	49.384
17.5	1.959524574	3113	17900	22336	5403	17717	48.616
11.8333	6.114934006	13486	35493	36450	5248	32631	49.08
8.66667	NA	21034	35950	42740	4934	38796	49.848
8	3.173053748	16596	29205	35654	5186	32599	48.952
7	NA	101819	44929	52858	5251	30954	49.564
10.1667	NA	19016	48468	33873	4743	31564	48.76
14.5	NA	385181	23646	20359	5212	41259	48.992
13.1667	2.149312708	23789	38393	38160	4704	32928	50.74
7	NA	41716	44024	42266	5663	27653	49.156
9.83333	NA	32577	24602	35436	4805	33837	48.64
21	NA	19079	34079	46853	4941	29624	48.94
38	NA	9434	20504	15847	5260	37818	47.744
14.8333	NA	37906	32731	36247	5390	23198	48.488
18.8333	NA	21913	45352	41533	5357	34189	48.324
13.3333	1.897091723	3129	12319	11217	5331	34632	47.84
7.16667	4.062511325	11038	44544	42098	4923	38120	49.384
11.1667	NA	12477	21973	23397	4979	26835	48.476
13.6667	1.51752544	12382	49617	45221	5286	36302	49.32
20.8333	NA	6604	27655	21038	5369	28858	48.128
22.8333	2.773314541	4257	23449	21950	5139	28421	48.408
15.6667	2.135443038	4740	30849	34212	5012	36856	48.764
12.6667	NA	17300	36683	44993	4793	36268	49.188
12.3333	2.004583652	30107	43209	54935	5134	35734	49.668
18.5	NA	9849	31704	41150	5115	28023	48.796
11	1.716703297	9100	24226	18934	5267	37123	47.956
8.66667	NA	89624	48357	43774	4721	35488	49.744
10.5	NA	88601	24309	21180	4964	36689	48.696
13.1667	NA	104024	52460	68517	5572	36581	49.072
25.5	1.661266139	48020	51935	57189	5276	38621	49.592
24.1667	2.048550423	21627	60537	51275	5437	36289	49.152
18	NA	10244	36900	44534	4902	33127	49.376
17	NA	31961	35924	42650	5089	26046	49.788
16.1667	NA	35548	51626	53217	5070	38319	48.516
26	NA	29848	29940	47421	5319	39920	48.984
31	NA	37089	25300	19938	4762	29518	49.028
50.6667	2.284489329	41984	39666	47351	6751	30683	48.228
19.8333	NA	10353	39412	31566	5126	37373	48.608
15.3333	NA	15480	36291	52265	5001	35015	49.352
22.5	NA	41666	38495	46788	5581	31883	48.964
35.5	5.181915903	15815	40211	43368	5269	39638	48.42
20.3333	3.002985788	33492	54331	70233	4991	31435	49.288
11.8333	NA	18950	53012	56949	5310	32100	49.08
13.6667	NA	14946	42606	42478	4821	36094	49.62
13.8333	1.952041221	15138	45149	41830	4843	39545	49.48
16.6667	NA	11374	37095	50679	4525	37843	50.968
24.6667	1.544926484	11018	44129	36978	5079	32018	48.98
13.1667	NA	7661	32386	46559	5225	39003	49.116
17.5	NA	8487	32503	43253	5068	26800	48.9
20	2.781316348	2826	21641	18477	5242	35554	47.972
19.1667	NA	6906	18052	26530	5081	33204	48.316
14.6667	NA	17124	29259	35573	5102	39764	49.012
16.8333	NA	27515	38629	46383	5030	32165	50.388
17.8333	NA	14839	39092	38694	5039	35428	49.172
14	2.483444907	5527	32738	28077	4793	29825	49.164
17.1667	NA	16593	39222	31911	5052	30278	49.28
15	NA	43327	31328	30512	8458	28336	48.672
17	4.079600387	12412	38108	44926	5124	32126	48.844
15.5	NA	13838	15409	17915	5044	26435	49.728
16.6667	NA	36621	37853	30321	4855	34694	48.988
19.8333	NA	11648	31327	25666	5436	27096	48.744
55.6667	NA	53045	48495	35684	5582	26741	48.112
38.1667	2.000537259	18613	28478	23513	4876	31285	50.188
16.1667	NA	12509	34633	23145	5121	39982	48.644
19	1.73932424	11217	34040	29165	5421	30112	48.356
23.5	NA	15914	38350	37569	5151	30031	49.124
16	NA	8682	44368	38464	4577	42585	50.08
18.3333	NA	15072	36893	39507	4897	40295	49.348
28.1667	NA	67862	19854	24168	5038	29225	48.984
19.6667	NA	20113	37972	56271	5149	36438	48.876
19.3333	NA	39694	47750	37980	5043	34072	49.312
25	1.525717827	4841	43114	37036	5054	25770	48.948
21.8333	2.445716581	9957	33927	35133	4804	39188	49.22
24.3333	3.905127228	76123	23789	17658	5258	19472	48.12
14	1.929847353	3079	16800	16802	4800	28649	49.92
36	NA	58947	18930	15077	5042	36604	48.044
18.3333	1.547908473	11188	49134	61860	5071	35089	48.948
15.8333	1.598290598	5148	34232	30232	5509	23620	48.448
18.5	4.365561461	23706	36654	49665	5261	34593	48.404
18.1667	NA	11626	23758	29218	5055	28876	49.056
9.33333	NA	11598	36574	32256	4919	38893	49.428
73.3333	NA	20566	40701	33465	5847	33402	48.192
78.3333	NA	18516	34968	32874	4827	35348	48.912
28.6667	NA	11049	28913	34084	5354	29277	47.796
49	2.579150579	3885	28780	35437	4685	37049	48.836
19.6667	NA	22851	43931	62831	5361	31302	48.888
15.8333	1.637406512	17783	29540	44804	4817	38507	50.316
39	2.176396553	10329	54237	41374	4786	30474	49.372
22.3333	NA	14176	38524	27786	5132	35157	48.74
16.6667	NA	5928	19606	19207	4488	43629	49.928
16.3333	NA	8418	19469	22974	4959	40210	49.216
27	NA	15771	28440	28093	5113	26335	48.768
29	1.52195122	13120	46911	58520	5122	39220	48.812
15.1667	4.638195547	20793	52421	52914	5224	37423	49.552
18.3333	2.030636109	8552	34156	36246	6396	27068	47.808
20	NA	27923	50817	59809	4978	36801	49.468
12.1667	NA	12862	43190	36491	5297	34961	49.252
10.8333	NA	14990	51936	41490	4795	38589	49.116
16.8333	NA	21003	40472	53979	5628	29865	48.8
10	2.311010798	38989	31869	33098	5185	24704	49.092
17.6667	NA	4707	30554	24771	5089	30599	49.4
40.8333	NA	18037	30124	35667	5298	34830	47.948
56	NA	3540	13380	13089	5244	33803	46.48
24.5	NA	40019	38419	42438	5689	33400	47.836
24	NA	18368	32133	28892	5385	23128	49.144
18.3333	4.818944425	5722	26861	21072	4921	37113	48.544
24.3333	2.024783348	12347	39929	35348	5143	38502	48.16
19.6667	4.60478933	16495	34846	23893	7088	32299	46.948
21.6667	4.216714583	10087	38520	37088	5316	34908	48.664
17.3333	NA	12134	52004	46338	5382	32998	48.276
8.33333	NA	31104	48209	39437	5174	33128	47.92
12.1667	NA	15738	40613	28826	5248	37384	48.7
7.83333	NA	15582	35757	46653	4919	33319	49.988
7.66667	1.681758596	29751	55295	58927	5165	31832	49.42
10.6667	NA	23177	33931	27129	5033	34805	48.864
18	NA	8296	33097	35940	4879	36952	48.8
4.16667	2.020862834	21186	41341	58662	5056	43298	49.288
12.5	4.050195465	25580	44070	49510	5645	35420	49.24
13.8333	NA	101342	23945	25895	5595	33559	48.104
12.8333	NA	9896	23796	16583	5155	37495	48.568
18.8333	NA	10563	18033	23615	10184	40014	48.86
17.3333	1.650323544	8036	13514	14777	5213	36166	48.484
18.8333	NA	26431	32179	40950	5329	39409	50
56.6667	NA	253928	24312	36740	19860	38880	47.812
36.3333	1.641817909	20001	37192	47585	11248	34056	49.268
57.6667	3.453748006	2508	9838	19080	4983	39194	49.584
128	NA	30333	20109	13170	27333	38111	48.072
123	NA	20052	5990	7695	37044	42193	47.712
128.833	1.598692625	7037	5779	7420	41591	44366	46.608
125.333	NA	13303	4965	7220	38978	41714	47.348
110.167	6.72801951	7791	5390	7318	39157	46137	48.156
152.5	NA	6327	6709	7359	42422	42233	46.864
114.833	NA	14226	5902	7330	40641	47264	48.084
104.833	4.508130081	2460	12285	23403	35035	43235	48.044
171.833	NA	2734	6395	7938	39560	44751	47.484
185.5	58.75594714	1135	5836	7177	38809	43663	46.996
203.667	NA	9769	5442	7184	43205	44832	46.892
239.833	4.217009994	4903	5464	7259	39226	43505	48.076
138	NA	25561	6170	7830	38740	37755	46.9
77.1667	NA	11077	5397	7943	37295	44519	47.408
106.5	NA	5453	10522	13041	36189	45792	48.196
129.167	1.796784279	4478	6924	7455	43101	45465	46.48
132.5	NA	2842	12893	18844	34547	40162	46.764
231	NA	1094	5156	6970	43848	44414	45.988
200.167	NA	287	5262	6664	43505	47007	46.056
79.1667	NA	962	5086	6614	41175	46002	46.14
107.5	52.56279962	2086	5339	6854	43284	47578	46.136
191.5	NA	1283	5270	6652	44052	42661	45.248
185.833	2.076923077	182	5401	7178	43102	38179	45.152
218.333	2.337860781	7068	11450	23252	38774	42970	47.248
82.1667	4.06463642	1609	5260	7535	42269	42831	46.656
118	NA	4268	7697	8925	39434	40125	47.076
90.8333	3.987129987	3885	5356	7112	39971	43114	46.78
59.8333	2.873469388	245	4547	6662	35724	46021	48.892
101.167	69.79452055	146	5108	7039	39147	41505	46.02
180	NA	9115	5253	7002	40580	40202	46.008
87	NA	230963	6013	8953	38252	44432	48.652
54	NA	31314	15316	21647	31780	38746	48.26
33.8333	NA	5349	6078	7960	39849	43600	46.396
15.3333	NA	21135	27807	27997	14044	45536	48.312
13.3333	3.839949205	42524	31644	28414	5634	34712	48.612
14.1667	NA	42475	39208	77197	4848	33825	49.968
12.6667	NA	18115	17174	25925	24996	37570	47.524
6.66667	NA	14784	27958	28090	19080	37789	48.664
10.6667	2.397568519	9377	15333	14849	36409	40972	47.324
7	21.1946447	2913	11815	17896	34054	43544	47.856
5.16667	NA	38796	14186	14442	26767	39036	47.628
4	NA	83955	37440	50009	5500	37213	49.684
3.16667	NA	14499	22326	30471	5207	35389	49.592
1.83333	1.597860082	12150	33173	37087	4939	40428	50.12
2.5	NA	19078	40119	41398	5415	41275	48.592
4.5	NA	29770	55840	50307	5813	38650	48.968
7.16667	1.967658328	17748	57825	50301	5361	38224	48.004
35	NA	17331	32603	26634	4616	29287	40.376
152	NA	80	2108	1311	3966	560	12.056
108.833	NA	6	2043	1217	3813	575	11.608
12.3333	NA	45851	61752	49080	5326	30893	42.108
3	NA	15977	58678	44726	5758	35126	49.336
4	NA	34499	44509	53246	5534	35277	49.504
3.83333	NA	92255	35960	28014	5921	34766	48.292
3.66667	NA	24527	16054	12994	21013	37216	47.596
3.66667	2.44709643	9385	39930	38926	13487	39148	47.256
3	NA	11082	36082	36656	4786	32745	49.312
5	NA	6963	21770	19260	4787	39824	49.536
6	NA	26053	43910	33404	5519	32558	48.996
4.83333	NA	22345	28326	39003	4806	42443	48.996
4.83333	2.000816077	9803	36020	39808	4818	43662	49.832
6.5	1.716488925	12190	50218	49531	5002	34457	49.112
5.83333	NA	6683	33797	35256	4786	38751	49.264
6.66667	NA	5603	23822	21331	5207	32376	48.42
5.5	NA	14219	35367	32819	5124	33650	49.004
12	7.375389782	8338	28782	28543	14260	29827	48.696
9	NA	42786	34675	34695	5321	35788	48.82
10.3333	NA	29741	29273	37360	6295	33242	48.896
14	NA	12069	26094	25365	7418	27473	49.436
19	NA	25174	23856	28061	5483	21195	48.936
27.1667	NA	40795	23189	25886	7718	29664	48.536
15.8333	NA	4261	11257	12146	4890	37590	49.192
19.6667	NA	32189	29100	29457	8424	36810	47.744
12.8333	2.547960364	39762	37782	26507	5276	31819	48.04
15.1667	1.853419256	10397	28333	36461	4960	37040	48.684
18.6667	NA	13493	33195	36482	5160	33465	48.004
15.5	NA	30870	67786	64867	5125	42592	49.848
28.1667	NA	13414	32033	28199	5614	27970	47.636
87.1667	1.551861944	11010	28451	22247	4898	34569	48.84
37.5	NA	15832	38115	34701	4957	38687	50.084
21.1667	2.262358862	23647	45760	31182	4781	30940	49.668
12.3333	NA	8775	44149	45761	5222	31103	48.14
7.33333	NA	30041	35144	32318	5247	33493	48.2
9.83333	NA	68226	31502	20477	5410	44249	49.016
17	NA	14139	52275	45850	4655	33738	49.88
10.6667	NA	5981	29306	28308	5440	28155	48.36
13.5	NA	35452	58120	61904	4891	33726	49.904
9.5	NA	24188	47933	40316	5169	39113	49.664
6.5	2.607293903	61476	46613	52085	5019	45039	49.62
8.33333	2.153527544	14486	29220	26686	6322	34939	48.716
9.33333	NA	12347	30734	23434	5105	30280	49.36
13.1667	NA	179701	51249	55672	4887	32002	49.976
14.5	NA	18004	37127	29315	5065	30506	49.172
14.5	NA	37366	36973	35147	4977	37163	49.048
21.6667	1.817822062	14151	37768	40534	4693	32032	49.552
12.8333	NA	50216	22911	18783	4645	30540	49.52
20	NA	17326	39060	34849	5133	33308	48.452
12.5	NA	20403	36470	37618	5134	39611	49.46
22	NA	24963	33802	39155	5091	30626	48.2
24.1667	NA	21415	33372	35579	4972	28539	50
16.5	NA	20063	40944	36253	4695	30991	49.668
18	1.738470128	8955	27949	36423	5342	33851	48.548
38.1667	4.876548079	12677	23668	26258	4859	39800	47.828
25.1667	4.887767121	5943	11361	15057	5181	24509	47.172
15.8333	NA	32043	31278	48657	5287	32420	50.172
29.1667	NA	6538	18909	18865	11590	38766	48.536
13.5	2.59275266	6016	22503	28944	8728	34983	48.56
74.5	NA	1728	4907	8195	8477	50354	51.184
17.3333	1.523193449	24425	48897	65939	14150	31279	47.56
43.6667	NA	24077	50207	37935	5010	27644	49.204
120.167	NA	8725	34529	30551	4837	34647	49.132
72.6667	NA	9935	14439	12017	9297	28769	48.168
25	NA	3991	29856	36328	5406	37770	48.4
28.5	NA	26137	46590	36278	5097	28018	48.312
47.1667	1.783124005	5653	22189	25197	4797	42218	49.296
35.3333	2.407560728	12803	31224	53126	8724	35159	48.5
48.3333	NA	107705	19223	20739	9065	31304	48.156
46.8333	1.529273379	37406	18623	20250	21202	34332	48.66
46.6667	NA	15011	24030	29409	28760	36355	47.076
79.6667	NA	20187	6283	8423	40920	49626	46.796
31.8333	NA	29597	39738	38063	5483	33779	49.564
44.8333	NA	30000	13942	13472	28222	38607	47
29.8333	NA	21360	31980	44154	7884	36323	48.152
14.1667	2.11158377	12224	37511	35647	4806	32665	49.896
44	NA	14466	50746	47877	5091	33228	48.532
25.8333	NA	18799	22749	26339	4899	39533	49.576
23.3333	NA	11465	31400	34848	5492	31053	48.564
41.6667	NA	47254	13623	15751	5615	34844	47.356
19.5	NA	24912	42292	44826	4917	25224	49.588
7.66667	NA	12035	42670	46541	5160	25082	49.644
19.6667	NA	67471	38850	50865	5285	32348	48.664
68.6667	1.995245104	8833	44999	30298	4830	33415	48.856
29.8333	NA	17962	25291	31767	5706	37525	48.18
41.1667	NA	11606	36665	41977	4743	41962	50.168
38	2.036967419	12768	37313	59647	4846	32954	49.496
64	NA	14074	25790	34748	9948	39795	49.528
52.1667	NA	18173	35257	34272	5981	31350	48.048
64.1667	NA	113856	26002	24611	20102	39024	48.312
50.5	NA	17096	28975	34274	6150	38774	48.508
170.167	1.581738529	4337	6660	8516	36220	41129	46.564
146.833	NA	13722	16168	23490	7156	40775	49.372
77.3333	NA	7333	10779	13500	36803	36791	46.388
139.5	NA	12862	36857	44286	6070	38729	49.076
178.833	NA	150843	24958	37896	25231	42153	48.292
235.5	NA	5409	7378	7789	38663	45252	47.412
386.5	NA	3103	11023	12118	39846	44096	46.9
271	NA	3018	5295	6935	41946	44594	46.584
256	NA	2598	5613	6940	42742	44920	46.712
363.667	NA	310	5161	6720	42859	44592	45.964
240.333	NA	2656	5615	6634	44391	42402	46.696
284.667	1.888187556	1109	5071	6764	42886	39443	46.256
263.333	NA	9844	4801	6893	40456	41937	47.552
330.333	50.27992048	2515	5205	7095	39720	36952	45.696
210.5	NA	3803	5518	8040	43265	41642	45.88
230.333	4.442748092	1572	9524	15492	42333	44869	46.308
190.833	1.565194601	22893	34713	39437	27106	38915	48.256
257.833	4.594095941	2710	10445	14690	23875	34762	47.152
84.6667	NA	6761	21295	24207	4844	38379	48.788
96	NA	18725	35775	33992	5048	30766	49.692
95.6667	NA	28390	30905	45348	5204	37862	48.292
34.8333	NA	17873	58492	56655	6614	36138	49.136
121.167	NA	10454	33689	32257	4790	34853	49.228
69.5	NA	33381	35711	35129	5496	33183	48.628
98.1667	NA	15024	52006	54194	5769	29746	47.656
303.167	2.487280771	6329	19732	25211	5044	35359	49.256
342.167	NA	6737	17288	14183	5275	32913	48.984
244.833	NA	6654	12395	6895	4672	22868	50.628
14.6667	NA	0	1644	3096	4169	8086	52.212
15	NA	0	1625	3001	4360	8022	52.332
15.1667	NA	0	1644	2988	4388	8081	52.12
15	NA	0	1650	2977	4362	8187	52.016
13.8333	NA	0	1658	2948	4310	7902	52.116
22	NA	0	1644	3005	4213	7823	52.384
15.5	NA	0	1632	3036	4317	8077	52.108
15.1667	NA	0	1650	2928	4229	8038	51.968
16.5	NA	0	1685	3024	4286	7895	51.88
19.3333	NA	0	1653	3049	4287	7751	52.5
14.3333	NA	0	1657	2964	4304	8012	52.148
11.3333	NA	0	1664	3078	4250	8261	52.088
15	NA	0	1699	3001	4185	8183	51.952
21	NA	0	1546	3018	4377	7856	52.264
15.3333	NA	0	1645	3072	4238	7882	52.256
13.5	NA	0	1629	3109	4342	8018	52.168
16.5	NA	0	1641	2986	4233	7930	51.98
13.5	NA	0	1588	3088	4172	7647	52.092
18	NA	0	1641	3014	4380	7847	52.412
15.5	NA	0	1573	2999	4291	7988	52.12
14.5	NA	0	1607	3061	4215	8102	51.968
14.1667	NA	0	1717	3001	4156	8015	51.976
19.6667	NA	0	1636	3064	4152	7782	52.464
13.6667	NA	0	1663	3142	4234	7958	52.112
14.3333	NA	0	1601	3007	4334	8329	52.06
17	NA	0	1622	3087	4109	8026	51.944
18.3333	NA	0	1644	3004	4249	7717	52.308
15.8333	NA	0	1570	3128	4245	7984	52.192
18.6667	NA	0	1591	3001	4189	8113	52.156
15.1667	NA	0	1702	2960	4262	8039	51.928
15.5	NA	0	1595	2944	4060	7893	52.22
17.8333	NA	0	1618	3058	4418	7931	52.344
14.6667	NA	0	1656	3063	4351	7936	52.076
15.5	NA	0	1635	3059	4252	8166	52.052
12.8333	NA	0	1579	3074	4154	7939	52.056
20.5	NA	0	1660	3151	4349	7733	52.4
15	NA	0	1576	3073	4222	8034	52.08
15.3333	NA	0	1696	3141	4199	8146	51.988
15.5	NA	0	1673	2935	4315	7970	51.912
19.5	NA	0	1579	2961	4340	7869	52.488
16.1667	NA	0	1699	3072	4302	8021	52.172
15.5	NA	0	1613	2952	4214	8257	52.076
15.8333	NA	0	1686	3036	4243	8043	51.964
18.8333	NA	0	1610	3001	4241	7831	52.204
17.6667	NA	0	1658	3026	4311	7980	52.324
14.5	NA	0	1647	3042	4250	8174	52.12
15.1667	NA	0	1597	3030	4242	7919	52.004
16.5	NA	0	1653	3005	4174	7974	52.084
16	NA	0	1644	3058	4210	7875	52.428
12.5	NA	0	1619	3033	4297	8049	52.108
14.5	NA	0	1659	2989	4267	8000	51.968
14.5	NA	0	1591	3029	4302	7951	51.912
18.1667	NA	0	1712	3088	4198	7947	52.504
15.5	NA	0	1598	3059	4303	7953	52.124
15.5	1.625	80	1807	3257	4799	8089	51.604
3.66667	NA	11	468	902	1153	2289	51.47313692
